Node 1,Node 2,Weight,Count 1,Count 2
"liu, yf","wang, pl",1,10,2
"fang, ly","wang, pl",1,1,2
"liu, zy","wang, pl",1,8,2
"liu, zl","wang, pl",1,4,2
"li, yw","wang, pl",1,5,2
"wang, pl","wu, zh",1,2,4
"chen, jh","wang, pl",1,5,2
"jiang, hq","wang, pl",1,1,2
"pan, y","wang, pl",1,4,2
"wang, pl","yang, zy",1,2,5
"chen, jy","wang, pl",1,9,2
"liang, sz","wang, pl",1,1,2
"wang, pl","zhang, w",1,2,11
"ma, t","wang, pl",1,7,2
"dou, y","wang, pl",1,1,2
"wang, pl","zhang, jl",1,2,2
"gong, xy","wang, pl",1,3,2
"gan, q","wang, pl",1,1,2
"wang, pl","zou, ys",1,2,1
"chen, zb","wang, pl",1,1,2
"qian, yx","wang, pl",1,1,2
"wang, pl","yu, s",1,2,2
"lu, j","wang, pl",1,9,2
"song, kn","wang, pl",1,1,2
"wang, pl","wang, xq",1,2,3
"sikora, a","wang, pl",1,1,2
"li, g","wang, pl",1,9,2
"li, x","wang, pl",1,27,2
"li, qz","wang, pl",1,2,2
"wang, pl","wang, yf",1,2,14
"wang, pl","zhang, l",1,2,17
"abate, y","wang, pl",1,1,2
"he, lf","wang, pl",1,1,2
"wang, pl","zhong, wx",1,2,1
"liu, rj","wang, pl",1,4,2
"huang, c","wang, pl",1,5,2
"liu, w","wang, pl",1,10,2
"shen, y","wang, pl",1,7,2
"ma, p","wang, pl",1,3,2
"wang, pl","zhu, ht",1,2,1
"wang, pl","yan, yj",1,2,1
"wang, pl","zhu, dj",1,2,1
"liu, tm","wang, pl",1,3,2
"wang, t","zhao, l",1,10,6
"liu, yf","zhao, l",1,10,6
"fang, ly","zhao, l",1,1,6
"liu, zy","zhao, l",1,8,6
"liu, zl","zhao, l",1,4,6
"li, yw","zhao, l",1,5,6
"wu, zh","zhao, l",1,4,6
"chen, jh","zhao, l",1,5,6
"jiang, hq","zhao, l",1,1,6
"pan, y","zhao, l",1,4,6
"yang, zy","zhao, l",1,5,6
"chen, jy","zhao, l",1,9,6
"liang, sz","zhao, l",1,1,6
"zhang, w","zhao, l",1,11,6
"ma, t","zhao, l",1,7,6
"dou, y","zhao, l",1,1,6
"zhang, jl","zhao, l",1,2,6
"gong, xy","zhao, l",1,3,6
"gan, q","zhao, l",1,1,6
"zhao, l","zou, ys",1,6,1
"chen, zb","zhao, l",1,1,6
"qian, yx","zhao, l",1,1,6
"yu, s","zhao, l",1,2,6
"lu, j","zhao, l",1,9,6
"song, kn","zhao, l",1,1,6
"wang, xq","zhao, l",1,3,6
"sikora, a","zhao, l",1,1,6
"li, g","zhao, l",1,9,6
"li, x","zhao, l",2,27,6
"li, qz","zhao, l",1,2,6
"wang, yf","zhao, l",1,14,6
"zhang, l","zhao, l",1,17,6
"abate, y","zhao, l",1,1,6
"he, lf","zhao, l",1,1,6
"zhao, l","zhong, wx",1,6,1
"liu, rj","zhao, l",1,4,6
"huang, c","zhao, l",1,5,6
"liu, w","zhao, l",1,10,6
"shen, y","zhao, l",1,7,6
"ma, p","zhao, l",1,3,6
"zhao, l","zhu, ht",1,6,1
"yan, yj","zhao, l",1,1,6
"zhao, l","zhu, dj",1,6,1
"liu, tm","zhao, l",1,3,6
"liu, yf","wang, t",1,10,10
"fang, ly","wang, t",1,1,10
"liu, zy","wang, t",1,8,10
"liu, zl","wang, t",1,4,10
"li, yw","wang, t",1,5,10
"wang, t","wu, zh",1,10,4
"chen, jh","wang, t",1,5,10
"jiang, hq","wang, t",1,1,10
"pan, y","wang, t",1,4,10
"wang, t","yang, zy",1,10,5
"chen, jy","wang, t",1,9,10
"liang, sz","wang, t",1,1,10
"wang, t","zhang, w",1,10,11
"ma, t","wang, t",1,7,10
"dou, y","wang, t",1,1,10
"wang, t","zhang, jl",1,10,2
"gong, xy","wang, t",1,3,10
"gan, q","wang, t",1,1,10
"wang, t","zou, ys",1,10,1
"chen, zb","wang, t",1,1,10
"qian, yx","wang, t",1,1,10
"wang, t","yu, s",1,10,2
"lu, j","wang, t",1,9,10
"song, kn","wang, t",1,1,10
"wang, t","wang, xq",1,10,3
"sikora, a","wang, t",1,1,10
"li, g","wang, t",1,9,10
"li, x","wang, t",1,27,10
"li, qz","wang, t",1,2,10
"wang, t","wang, yf",1,10,14
"wang, t","zhang, l",1,10,17
"abate, y","wang, t",1,1,10
"he, lf","wang, t",1,1,10
"wang, t","zhong, wx",1,10,1
"liu, rj","wang, t",1,4,10
"huang, c","wang, t",1,5,10
"liu, w","wang, t",1,10,10
"shen, y","wang, t",1,7,10
"ma, p","wang, t",1,3,10
"wang, t","zhu, ht",1,10,1
"wang, t","yan, yj",1,10,1
"wang, t","zhu, dj",1,10,1
"liu, tm","wang, t",1,3,10
"fang, ly","liu, yf",1,1,10
"liu, yf","liu, zy",1,10,8
"liu, yf","liu, zl",1,10,4
"li, yw","liu, yf",2,5,10
"liu, yf","wu, zh",1,10,4
"chen, jh","liu, yf",1,5,10
"jiang, hq","liu, yf",1,1,10
"liu, yf","pan, y",1,10,4
"liu, yf","yang, zy",1,10,5
"chen, jy","liu, yf",1,9,10
"liang, sz","liu, yf",1,1,10
"liu, yf","zhang, w",1,10,11
"liu, yf","ma, t",1,10,7
"dou, y","liu, yf",1,1,10
"liu, yf","zhang, jl",1,10,2
"gong, xy","liu, yf",1,3,10
"gan, q","liu, yf",1,1,10
"liu, yf","zou, ys",1,10,1
"chen, zb","liu, yf",1,1,10
"liu, yf","qian, yx",1,10,1
"liu, yf","yu, s",1,10,2
"liu, yf","lu, j",1,10,9
"liu, yf","song, kn",1,10,1
"liu, yf","wang, xq",1,10,3
"liu, yf","sikora, a",1,10,1
"li, g","liu, yf",1,9,10
"li, x","liu, yf",1,27,10
"li, qz","liu, yf",1,2,10
"liu, yf","wang, yf",1,10,14
"liu, yf","zhang, l",1,10,17
"abate, y","liu, yf",1,1,10
"he, lf","liu, yf",1,1,10
"liu, yf","zhong, wx",1,10,1
"liu, rj","liu, yf",1,4,10
"huang, c","liu, yf",1,5,10
"liu, w","liu, yf",1,10,10
"liu, yf","shen, y",1,10,7
"liu, yf","ma, p",1,10,3
"liu, yf","zhu, ht",1,10,1
"liu, yf","yan, yj",1,10,1
"liu, yf","zhu, dj",1,10,1
"liu, tm","liu, yf",1,3,10
"fang, ly","liu, zy",1,1,8
"fang, ly","liu, zl",1,1,4
"fang, ly","li, yw",1,1,5
"fang, ly","wu, zh",1,1,4
"chen, jh","fang, ly",1,5,1
"fang, ly","jiang, hq",1,1,1
"fang, ly","pan, y",1,1,4
"fang, ly","yang, zy",1,1,5
"chen, jy","fang, ly",1,9,1
"fang, ly","liang, sz",1,1,1
"fang, ly","zhang, w",1,1,11
"fang, ly","ma, t",1,1,7
"dou, y","fang, ly",1,1,1
"fang, ly","zhang, jl",1,1,2
"fang, ly","gong, xy",1,1,3
"fang, ly","gan, q",1,1,1
"fang, ly","zou, ys",1,1,1
"chen, zb","fang, ly",1,1,1
"fang, ly","qian, yx",1,1,1
"fang, ly","yu, s",1,1,2
"fang, ly","lu, j",1,1,9
"fang, ly","song, kn",1,1,1
"fang, ly","wang, xq",1,1,3
"fang, ly","sikora, a",1,1,1
"fang, ly","li, g",1,1,9
"fang, ly","li, x",1,1,27
"fang, ly","li, qz",1,1,2
"fang, ly","wang, yf",1,1,14
"fang, ly","zhang, l",1,1,17
"abate, y","fang, ly",1,1,1
"fang, ly","he, lf",1,1,1
"fang, ly","zhong, wx",1,1,1
"fang, ly","liu, rj",1,1,4
"fang, ly","huang, c",1,1,5
"fang, ly","liu, w",1,1,10
"fang, ly","shen, y",1,1,7
"fang, ly","ma, p",1,1,3
"fang, ly","zhu, ht",1,1,1
"fang, ly","yan, yj",1,1,1
"fang, ly","zhu, dj",1,1,1
"fang, ly","liu, tm",1,1,3
"liu, zl","liu, zy",1,4,8
"li, yw","liu, zy",1,5,8
"liu, zy","wu, zh",1,8,4
"chen, jh","liu, zy",1,5,8
"jiang, hq","liu, zy",1,1,8
"liu, zy","pan, y",1,8,4
"liu, zy","yang, zy",1,8,5
"chen, jy","liu, zy",2,9,8
"liang, sz","liu, zy",1,1,8
"liu, zy","zhang, w",1,8,11
"liu, zy","ma, t",1,8,7
"dou, y","liu, zy",1,1,8
"liu, zy","zhang, jl",1,8,2
"gong, xy","liu, zy",1,3,8
"gan, q","liu, zy",1,1,8
"liu, zy","zou, ys",1,8,1
"chen, zb","liu, zy",1,1,8
"liu, zy","qian, yx",1,8,1
"liu, zy","yu, s",1,8,2
"liu, zy","lu, j",1,8,9
"liu, zy","song, kn",1,8,1
"liu, zy","wang, xq",1,8,3
"liu, zy","sikora, a",1,8,1
"li, g","liu, zy",1,9,8
"li, x","liu, zy",1,27,8
"li, qz","liu, zy",1,2,8
"liu, zy","wang, yf",1,8,14
"liu, zy","zhang, l",1,8,17
"abate, y","liu, zy",1,1,8
"he, lf","liu, zy",1,1,8
"liu, zy","zhong, wx",1,8,1
"liu, rj","liu, zy",1,4,8
"huang, c","liu, zy",1,5,8
"liu, w","liu, zy",1,10,8
"liu, zy","shen, y",1,8,7
"liu, zy","ma, p",1,8,3
"liu, zy","zhu, ht",1,8,1
"liu, zy","yan, yj",1,8,1
"liu, zy","zhu, dj",1,8,1
"liu, tm","liu, zy",1,3,8
"li, yw","liu, zl",1,5,4
"liu, zl","wu, zh",2,4,4
"chen, jh","liu, zl",1,5,4
"jiang, hq","liu, zl",1,1,4
"liu, zl","pan, y",2,4,4
"liu, zl","yang, zy",1,4,5
"chen, jy","liu, zl",1,9,4
"liang, sz","liu, zl",1,1,4
"liu, zl","zhang, w",1,4,11
"liu, zl","ma, t",1,4,7
"dou, y","liu, zl",1,1,4
"liu, zl","zhang, jl",1,4,2
"gong, xy","liu, zl",1,3,4
"gan, q","liu, zl",1,1,4
"liu, zl","zou, ys",1,4,1
"chen, zb","liu, zl",1,1,4
"liu, zl","qian, yx",1,4,1
"liu, zl","yu, s",1,4,2
"liu, zl","lu, j",1,4,9
"liu, zl","song, kn",1,4,1
"liu, zl","wang, xq",1,4,3
"liu, zl","sikora, a",1,4,1
"li, g","liu, zl",1,9,4
"li, x","liu, zl",3,27,4
"li, qz","liu, zl",1,2,4
"liu, zl","wang, yf",1,4,14
"liu, zl","zhang, l",1,4,17
"abate, y","liu, zl",1,1,4
"he, lf","liu, zl",1,1,4
"liu, zl","zhong, wx",1,4,1
"liu, rj","liu, zl",1,4,4
"huang, c","liu, zl",1,5,4
"liu, w","liu, zl",1,10,4
"liu, zl","shen, y",1,4,7
"liu, zl","ma, p",1,4,3
"liu, zl","zhu, ht",1,4,1
"liu, zl","yan, yj",1,4,1
"liu, zl","zhu, dj",1,4,1
"liu, tm","liu, zl",2,3,4
"li, yw","wu, zh",1,5,4
"chen, jh","li, yw",1,5,5
"jiang, hq","li, yw",1,1,5
"li, yw","pan, y",1,5,4
"li, yw","yang, zy",1,5,5
"chen, jy","li, yw",1,9,5
"li, yw","liang, sz",1,5,1
"li, yw","zhang, w",1,5,11
"li, yw","ma, t",1,5,7
"dou, y","li, yw",1,1,5
"li, yw","zhang, jl",1,5,2
"gong, xy","li, yw",1,3,5
"gan, q","li, yw",1,1,5
"li, yw","zou, ys",1,5,1
"chen, zb","li, yw",1,1,5
"li, yw","qian, yx",1,5,1
"li, yw","yu, s",1,5,2
"li, yw","lu, j",1,5,9
"li, yw","song, kn",1,5,1
"li, yw","wang, xq",1,5,3
"li, yw","sikora, a",1,5,1
"li, g","li, yw",1,9,5
"li, x","li, yw",1,27,5
"li, qz","li, yw",1,2,5
"li, yw","wang, yf",1,5,14
"li, yw","zhang, l",1,5,17
"abate, y","li, yw",1,1,5
"he, lf","li, yw",1,1,5
"li, yw","zhong, wx",1,5,1
"li, yw","liu, rj",1,5,4
"huang, c","li, yw",1,5,5
"li, yw","liu, w",1,5,10
"li, yw","shen, y",1,5,7
"li, yw","ma, p",1,5,3
"li, yw","zhu, ht",1,5,1
"li, yw","yan, yj",1,5,1
"li, yw","zhu, dj",1,5,1
"li, yw","liu, tm",1,5,3
"chen, jh","wu, zh",1,5,4
"jiang, hq","wu, zh",1,1,4
"pan, y","wu, zh",2,4,4
"wu, zh","yang, zy",1,4,5
"chen, jy","wu, zh",1,9,4
"liang, sz","wu, zh",1,1,4
"wu, zh","zhang, w",1,4,11
"ma, t","wu, zh",1,7,4
"dou, y","wu, zh",1,1,4
"wu, zh","zhang, jl",1,4,2
"gong, xy","wu, zh",1,3,4
"gan, q","wu, zh",1,1,4
"wu, zh","zou, ys",1,4,1
"chen, zb","wu, zh",1,1,4
"qian, yx","wu, zh",1,1,4
"wu, zh","yu, s",1,4,2
"lu, j","wu, zh",1,9,4
"song, kn","wu, zh",1,1,4
"wang, xq","wu, zh",1,3,4
"sikora, a","wu, zh",1,1,4
"li, g","wu, zh",1,9,4
"li, x","wu, zh",2,27,4
"li, qz","wu, zh",1,2,4
"wang, yf","wu, zh",1,14,4
"wu, zh","zhang, l",1,4,17
"abate, y","wu, zh",1,1,4
"he, lf","wu, zh",1,1,4
"wu, zh","zhong, wx",1,4,1
"liu, rj","wu, zh",1,4,4
"huang, c","wu, zh",1,5,4
"liu, w","wu, zh",1,10,4
"shen, y","wu, zh",1,7,4
"ma, p","wu, zh",1,3,4
"wu, zh","zhu, ht",1,4,1
"wu, zh","yan, yj",1,4,1
"wu, zh","zhu, dj",1,4,1
"liu, tm","wu, zh",2,3,4
"chen, jh","jiang, hq",1,5,1
"chen, jh","pan, y",1,5,4
"chen, jh","yang, zy",1,5,5
"chen, jh","chen, jy",1,5,9
"chen, jh","liang, sz",1,5,1
"chen, jh","zhang, w",1,5,11
"chen, jh","ma, t",1,5,7
"chen, jh","dou, y",1,5,1
"chen, jh","zhang, jl",1,5,2
"chen, jh","gong, xy",1,5,3
"chen, jh","gan, q",1,5,1
"chen, jh","zou, ys",1,5,1
"chen, jh","chen, zb",1,5,1
"chen, jh","qian, yx",1,5,1
"chen, jh","yu, s",1,5,2
"chen, jh","lu, j",1,5,9
"chen, jh","song, kn",1,5,1
"chen, jh","wang, xq",1,5,3
"chen, jh","sikora, a",1,5,1
"chen, jh","li, g",1,5,9
"chen, jh","li, x",1,5,27
"chen, jh","li, qz",1,5,2
"chen, jh","wang, yf",1,5,14
"chen, jh","zhang, l",1,5,17
"abate, y","chen, jh",1,1,5
"chen, jh","he, lf",1,5,1
"chen, jh","zhong, wx",1,5,1
"chen, jh","liu, rj",1,5,4
"chen, jh","huang, c",1,5,5
"chen, jh","liu, w",1,5,10
"chen, jh","shen, y",1,5,7
"chen, jh","ma, p",1,5,3
"chen, jh","zhu, ht",1,5,1
"chen, jh","yan, yj",1,5,1
"chen, jh","zhu, dj",1,5,1
"chen, jh","liu, tm",1,5,3
"jiang, hq","pan, y",1,1,4
"jiang, hq","yang, zy",1,1,5
"chen, jy","jiang, hq",1,9,1
"jiang, hq","liang, sz",1,1,1
"jiang, hq","zhang, w",1,1,11
"jiang, hq","ma, t",1,1,7
"dou, y","jiang, hq",1,1,1
"jiang, hq","zhang, jl",1,1,2
"gong, xy","jiang, hq",1,3,1
"gan, q","jiang, hq",1,1,1
"jiang, hq","zou, ys",1,1,1
"chen, zb","jiang, hq",1,1,1
"jiang, hq","qian, yx",1,1,1
"jiang, hq","yu, s",1,1,2
"jiang, hq","lu, j",1,1,9
"jiang, hq","song, kn",1,1,1
"jiang, hq","wang, xq",1,1,3
"jiang, hq","sikora, a",1,1,1
"jiang, hq","li, g",1,1,9
"jiang, hq","li, x",1,1,27
"jiang, hq","li, qz",1,1,2
"jiang, hq","wang, yf",1,1,14
"jiang, hq","zhang, l",1,1,17
"abate, y","jiang, hq",1,1,1
"he, lf","jiang, hq",1,1,1
"jiang, hq","zhong, wx",1,1,1
"jiang, hq","liu, rj",1,1,4
"huang, c","jiang, hq",1,5,1
"jiang, hq","liu, w",1,1,10
"jiang, hq","shen, y",1,1,7
"jiang, hq","ma, p",1,1,3
"jiang, hq","zhu, ht",1,1,1
"jiang, hq","yan, yj",1,1,1
"jiang, hq","zhu, dj",1,1,1
"jiang, hq","liu, tm",1,1,3
"pan, y","yang, zy",1,4,5
"chen, jy","pan, y",1,9,4
"liang, sz","pan, y",1,1,4
"pan, y","zhang, w",1,4,11
"ma, t","pan, y",1,7,4
"dou, y","pan, y",1,1,4
"pan, y","zhang, jl",1,4,2
"gong, xy","pan, y",1,3,4
"gan, q","pan, y",1,1,4
"pan, y","zou, ys",1,4,1
"chen, zb","pan, y",1,1,4
"pan, y","qian, yx",1,4,1
"pan, y","yu, s",1,4,2
"lu, j","pan, y",1,9,4
"pan, y","song, kn",1,4,1
"pan, y","wang, xq",1,4,3
"pan, y","sikora, a",1,4,1
"li, g","pan, y",1,9,4
"li, x","pan, y",2,27,4
"li, qz","pan, y",1,2,4
"pan, y","wang, yf",1,4,14
"pan, y","zhang, l",1,4,17
"abate, y","pan, y",1,1,4
"he, lf","pan, y",1,1,4
"pan, y","zhong, wx",1,4,1
"liu, rj","pan, y",1,4,4
"huang, c","pan, y",1,5,4
"liu, w","pan, y",1,10,4
"pan, y","shen, y",1,4,7
"ma, p","pan, y",1,3,4
"pan, y","zhu, ht",1,4,1
"pan, y","yan, yj",1,4,1
"pan, y","zhu, dj",1,4,1
"liu, tm","pan, y",2,3,4
"chen, jy","yang, zy",2,9,5
"liang, sz","yang, zy",1,1,5
"yang, zy","zhang, w",1,5,11
"ma, t","yang, zy",1,7,5
"dou, y","yang, zy",1,1,5
"yang, zy","zhang, jl",1,5,2
"gong, xy","yang, zy",1,3,5
"gan, q","yang, zy",1,1,5
"yang, zy","zou, ys",1,5,1
"chen, zb","yang, zy",1,1,5
"qian, yx","yang, zy",1,1,5
"yang, zy","yu, s",1,5,2
"lu, j","yang, zy",1,9,5
"song, kn","yang, zy",1,1,5
"wang, xq","yang, zy",1,3,5
"sikora, a","yang, zy",1,1,5
"li, g","yang, zy",1,9,5
"li, x","yang, zy",1,27,5
"li, qz","yang, zy",1,2,5
"wang, yf","yang, zy",1,14,5
"yang, zy","zhang, l",1,5,17
"abate, y","yang, zy",1,1,5
"he, lf","yang, zy",1,1,5
"yang, zy","zhong, wx",1,5,1
"liu, rj","yang, zy",1,4,5
"huang, c","yang, zy",1,5,5
"liu, w","yang, zy",1,10,5
"shen, y","yang, zy",1,7,5
"ma, p","yang, zy",1,3,5
"yang, zy","zhu, ht",1,5,1
"yan, yj","yang, zy",1,1,5
"yang, zy","zhu, dj",1,5,1
"liu, tm","yang, zy",1,3,5
"chen, jy","liang, sz",1,9,1
"chen, jy","zhang, w",1,9,11
"chen, jy","ma, t",1,9,7
"chen, jy","dou, y",1,9,1
"chen, jy","zhang, jl",1,9,2
"chen, jy","gong, xy",1,9,3
"chen, jy","gan, q",1,9,1
"chen, jy","zou, ys",1,9,1
"chen, jy","chen, zb",1,9,1
"chen, jy","qian, yx",1,9,1
"chen, jy","yu, s",1,9,2
"chen, jy","lu, j",1,9,9
"chen, jy","song, kn",1,9,1
"chen, jy","wang, xq",1,9,3
"chen, jy","sikora, a",1,9,1
"chen, jy","li, g",1,9,9
"chen, jy","li, x",1,9,27
"chen, jy","li, qz",1,9,2
"chen, jy","wang, yf",1,9,14
"chen, jy","zhang, l",1,9,17
"abate, y","chen, jy",1,1,9
"chen, jy","he, lf",1,9,1
"chen, jy","zhong, wx",1,9,1
"chen, jy","liu, rj",1,9,4
"chen, jy","huang, c",1,9,5
"chen, jy","liu, w",1,9,10
"chen, jy","shen, y",1,9,7
"chen, jy","ma, p",1,9,3
"chen, jy","zhu, ht",1,9,1
"chen, jy","yan, yj",1,9,1
"chen, jy","zhu, dj",1,9,1
"chen, jy","liu, tm",1,9,3
"liang, sz","zhang, w",1,1,11
"liang, sz","ma, t",1,1,7
"dou, y","liang, sz",1,1,1
"liang, sz","zhang, jl",1,1,2
"gong, xy","liang, sz",1,3,1
"gan, q","liang, sz",1,1,1
"liang, sz","zou, ys",1,1,1
"chen, zb","liang, sz",1,1,1
"liang, sz","qian, yx",1,1,1
"liang, sz","yu, s",1,1,2
"liang, sz","lu, j",1,1,9
"liang, sz","song, kn",1,1,1
"liang, sz","wang, xq",1,1,3
"liang, sz","sikora, a",1,1,1
"li, g","liang, sz",1,9,1
"li, x","liang, sz",1,27,1
"li, qz","liang, sz",1,2,1
"liang, sz","wang, yf",1,1,14
"liang, sz","zhang, l",1,1,17
"abate, y","liang, sz",1,1,1
"he, lf","liang, sz",1,1,1
"liang, sz","zhong, wx",1,1,1
"liang, sz","liu, rj",1,1,4
"huang, c","liang, sz",1,5,1
"liang, sz","liu, w",1,1,10
"liang, sz","shen, y",1,1,7
"liang, sz","ma, p",1,1,3
"liang, sz","zhu, ht",1,1,1
"liang, sz","yan, yj",1,1,1
"liang, sz","zhu, dj",1,1,1
"liang, sz","liu, tm",1,1,3
"ma, t","zhang, w",1,7,11
"dou, y","zhang, w",1,1,11
"zhang, jl","zhang, w",1,2,11
"gong, xy","zhang, w",1,3,11
"gan, q","zhang, w",1,1,11
"zhang, w","zou, ys",1,11,1
"chen, zb","zhang, w",1,1,11
"qian, yx","zhang, w",1,1,11
"yu, s","zhang, w",1,2,11
"lu, j","zhang, w",1,9,11
"song, kn","zhang, w",1,1,11
"wang, xq","zhang, w",1,3,11
"sikora, a","zhang, w",1,1,11
"li, g","zhang, w",1,9,11
"li, x","zhang, w",1,27,11
"li, qz","zhang, w",1,2,11
"wang, yf","zhang, w",1,14,11
"zhang, l","zhang, w",1,17,11
"abate, y","zhang, w",1,1,11
"he, lf","zhang, w",1,1,11
"zhang, w","zhong, wx",1,11,1
"liu, rj","zhang, w",1,4,11
"huang, c","zhang, w",1,5,11
"liu, w","zhang, w",1,10,11
"shen, y","zhang, w",1,7,11
"ma, p","zhang, w",1,3,11
"zhang, w","zhu, ht",1,11,1
"yan, yj","zhang, w",1,1,11
"zhang, w","zhu, dj",1,11,1
"liu, tm","zhang, w",1,3,11
"dou, y","ma, t",1,1,7
"ma, t","zhang, jl",1,7,2
"gong, xy","ma, t",1,3,7
"gan, q","ma, t",1,1,7
"ma, t","zou, ys",1,7,1
"chen, zb","ma, t",1,1,7
"ma, t","qian, yx",1,7,1
"ma, t","yu, s",1,7,2
"lu, j","ma, t",1,9,7
"ma, t","song, kn",1,7,1
"ma, t","wang, xq",1,7,3
"ma, t","sikora, a",1,7,1
"li, g","ma, t",1,9,7
"li, x","ma, t",1,27,7
"li, qz","ma, t",1,2,7
"ma, t","wang, yf",2,7,14
"ma, t","zhang, l",1,7,17
"abate, y","ma, t",1,1,7
"he, lf","ma, t",1,1,7
"ma, t","zhong, wx",1,7,1
"liu, rj","ma, t",1,4,7
"huang, c","ma, t",1,5,7
"liu, w","ma, t",1,10,7
"ma, t","shen, y",1,7,7
"ma, p","ma, t",1,3,7
"ma, t","zhu, ht",1,7,1
"ma, t","yan, yj",1,7,1
"ma, t","zhu, dj",1,7,1
"liu, tm","ma, t",1,3,7
"dou, y","zhang, jl",1,1,2
"dou, y","gong, xy",1,1,3
"dou, y","gan, q",1,1,1
"dou, y","zou, ys",1,1,1
"chen, zb","dou, y",1,1,1
"dou, y","qian, yx",1,1,1
"dou, y","yu, s",1,1,2
"dou, y","lu, j",1,1,9
"dou, y","song, kn",1,1,1
"dou, y","wang, xq",1,1,3
"dou, y","sikora, a",1,1,1
"dou, y","li, g",1,1,9
"dou, y","li, x",1,1,27
"dou, y","li, qz",1,1,2
"dou, y","wang, yf",1,1,14
"dou, y","zhang, l",1,1,17
"abate, y","dou, y",1,1,1
"dou, y","he, lf",1,1,1
"dou, y","zhong, wx",1,1,1
"dou, y","liu, rj",1,1,4
"dou, y","huang, c",1,1,5
"dou, y","liu, w",1,1,10
"dou, y","shen, y",1,1,7
"dou, y","ma, p",1,1,3
"dou, y","zhu, ht",1,1,1
"dou, y","yan, yj",1,1,1
"dou, y","zhu, dj",1,1,1
"dou, y","liu, tm",1,1,3
"gong, xy","zhang, jl",1,3,2
"gan, q","zhang, jl",1,1,2
"zhang, jl","zou, ys",1,2,1
"chen, zb","zhang, jl",1,1,2
"qian, yx","zhang, jl",1,1,2
"yu, s","zhang, jl",1,2,2
"lu, j","zhang, jl",1,9,2
"song, kn","zhang, jl",1,1,2
"wang, xq","zhang, jl",1,3,2
"sikora, a","zhang, jl",1,1,2
"li, g","zhang, jl",1,9,2
"li, x","zhang, jl",1,27,2
"li, qz","zhang, jl",1,2,2
"wang, yf","zhang, jl",1,14,2
"zhang, jl","zhang, l",1,2,17
"abate, y","zhang, jl",1,1,2
"he, lf","zhang, jl",1,1,2
"zhang, jl","zhong, wx",1,2,1
"liu, rj","zhang, jl",1,4,2
"huang, c","zhang, jl",1,5,2
"liu, w","zhang, jl",1,10,2
"shen, y","zhang, jl",1,7,2
"ma, p","zhang, jl",1,3,2
"zhang, jl","zhu, ht",1,2,1
"yan, yj","zhang, jl",1,1,2
"zhang, jl","zhu, dj",1,2,1
"liu, tm","zhang, jl",1,3,2
"gan, q","gong, xy",1,1,3
"gong, xy","zou, ys",1,3,1
"chen, zb","gong, xy",1,1,3
"gong, xy","qian, yx",1,3,1
"gong, xy","yu, s",1,3,2
"gong, xy","lu, j",1,3,9
"gong, xy","song, kn",1,3,1
"gong, xy","wang, xq",1,3,3
"gong, xy","sikora, a",1,3,1
"gong, xy","li, g",1,3,9
"gong, xy","li, x",1,3,27
"gong, xy","li, qz",1,3,2
"gong, xy","wang, yf",1,3,14
"gong, xy","zhang, l",1,3,17
"abate, y","gong, xy",1,1,3
"gong, xy","he, lf",1,3,1
"gong, xy","zhong, wx",1,3,1
"gong, xy","liu, rj",1,3,4
"gong, xy","huang, c",1,3,5
"gong, xy","liu, w",1,3,10
"gong, xy","shen, y",1,3,7
"gong, xy","ma, p",1,3,3
"gong, xy","zhu, ht",1,3,1
"gong, xy","yan, yj",1,3,1
"gong, xy","zhu, dj",1,3,1
"gong, xy","liu, tm",1,3,3
"gan, q","zou, ys",1,1,1
"chen, zb","gan, q",1,1,1
"gan, q","qian, yx",1,1,1
"gan, q","yu, s",1,1,2
"gan, q","lu, j",1,1,9
"gan, q","song, kn",1,1,1
"gan, q","wang, xq",1,1,3
"gan, q","sikora, a",1,1,1
"gan, q","li, g",1,1,9
"gan, q","li, x",1,1,27
"gan, q","li, qz",1,1,2
"gan, q","wang, yf",1,1,14
"gan, q","zhang, l",1,1,17
"abate, y","gan, q",1,1,1
"gan, q","he, lf",1,1,1
"gan, q","zhong, wx",1,1,1
"gan, q","liu, rj",1,1,4
"gan, q","huang, c",1,1,5
"gan, q","liu, w",1,1,10
"gan, q","shen, y",1,1,7
"gan, q","ma, p",1,1,3
"gan, q","zhu, ht",1,1,1
"gan, q","yan, yj",1,1,1
"gan, q","zhu, dj",1,1,1
"gan, q","liu, tm",1,1,3
"chen, zb","zou, ys",1,1,1
"qian, yx","zou, ys",1,1,1
"yu, s","zou, ys",1,2,1
"lu, j","zou, ys",1,9,1
"song, kn","zou, ys",1,1,1
"wang, xq","zou, ys",1,3,1
"sikora, a","zou, ys",1,1,1
"li, g","zou, ys",1,9,1
"li, x","zou, ys",1,27,1
"li, qz","zou, ys",1,2,1
"wang, yf","zou, ys",1,14,1
"zhang, l","zou, ys",1,17,1
"abate, y","zou, ys",1,1,1
"he, lf","zou, ys",1,1,1
"zhong, wx","zou, ys",1,1,1
"liu, rj","zou, ys",1,4,1
"huang, c","zou, ys",1,5,1
"liu, w","zou, ys",1,10,1
"shen, y","zou, ys",1,7,1
"ma, p","zou, ys",1,3,1
"zhu, ht","zou, ys",1,1,1
"yan, yj","zou, ys",1,1,1
"zhu, dj","zou, ys",1,1,1
"liu, tm","zou, ys",1,3,1
